label,comments,ID
3, username  nước đổ đầu đàn ông miền bắc,31
3,sao tụi bay cứ  bắc kỳ nam kỳ vậy,1224
3,bắc nam là  anh em kí đầu  nam kỳ,1225
3, bắc kỳ là phe của  sơn tùng nhé.,1226
3,nam kỳ bỏ con cay,1227
3,tao mê  bắc kỳ này ,1228
3, nam kỳ là đom đóm hả,1229
3,còn đỡ nam kỳ rap như tụng kinh,1230
3,sắp đến nhiều username y giải phóng nam kỳ rồi đấy ,1231
3,"fan rách  năm triệu cay, đoé biết nói gì mở mồm  bắc kỳ",1232
3, bắc kỳ chửi được đấy,1233
3, bắc kỳ gang bang mày username mày hay gì mà uất ức ,1234
3,nam kỳ cay ,1235
3, nam kỳ  username tả được đấy,1236
3,chửi bọn namquỳ mày đấy,1237
3, nam kỳ cũng kinh nhề,1238
3,chửi là gì bạn. tiếng  nam kỳ à,1239
3,không  biết  nam kỳ bỏ con à,1240
3,trẻ con  nam kỳ mất nước câm mồm cho người lớn  nói chuyện,1241
3,"nam kỳ chửi như trẻ con ,  đéo bao giờ thấm ",1242
3,đâu như nam kỳ làm nô lệ bị câm,1243
3,sao bằng memaychửi mày khi biết mày là calino hẳn bả  bất lực lắm,1244
3,thế mới thấy bọn  nam kỳ chúng mày tuổi . sánh vai với dân việt nam bọn tao,1245
3,nam kỳ không chửi được  như vậy cay hả,1246
3,chứ ai như nam kỳ chửi dẹo dẹo vậy đâu,1247
3,không hiểu ngày xưa bắc vào hỗ trợ quân nam tới chiến tranh trung quốc năm ra hỗ trợ lại bắc còn bây giờ máy đứa trẻ người lớn cứ  bắc kỳ ăn cá rô cây  nam kỳ  username vậy,1248
3,toàn bọn  nam kỳ nó khích có ngu mới tin ,1249
3, nam kỳ đúng  mà  nam kỳ là bán nước không được ls  à,1250
3,toàn anh chị clồn của bọn tq đấy nên đừng quan tâm,1251
3,mấy thằng  nam kỳ muốn chia rẽ tình cảm  anh em 3 miền ấy mà,1252
3,kèo này tao theo  bắc kỳ,1253
3, nam kỳ lớn rồi biết suy nghĩ tí đi về tao cho bú sữa,1254
3,theo mà liếm giày đi  nam kỳ,1255
3,có 1 bô này húp anh kẻo  bắc kỳ giành hết,1256
3,trong nam tụi tao toàn uống nước lọc thôi đâu có uống nước pịa như ai kia,1257
3,còn nam kỳ theo  nam kỳ ,1258
3,nam kay toàn bọn không cha cho ăn học vậy  à ,1259
3,tụi  bắc kỳ cắn qu username ngoan nào tí toi ăn trưa còn sương cho ,1260
3,tộc  khơ me cút,1261
3, bắc kỳ đỉnh thật,1262
3, bắc kỳ chửi thấm thiệt,1263
3,những thằng kêu  bắc kỳ hay nam kỳ gì đấy như ci phân biệt miền à 3 miền ở  việt nam là  anh em 1 nhà mà,1264
3, bắc kỳ rap battle,1265
3,đúng là  bắc kỳ,1266
3,nó là  nam kỳ không người mình nhé,1267
